Value,Feature
0.5262577996618165,multinational
0.5025893736603617,customers
0.4890599515655123,osing
0.46774425617870596,tighter
0.45749063919518623,du
0.40009223402455435,pulling
0.3786055306193114,genius
0.3738411535422138,straightforward
0.36360750531114094,rating
0.35159762750908097,ita
0.34801670444338856,operates
0.34616071742253707,dly
0.34040242820420186,gratitude
0.32562965585502884,ep
0.31227755506578986,coupled
0.30616582006812604,exchanges
0.29826957082569,lee
0.2891256858090824,cheerleading
0.2841187715638269,slowly
0.2780568410429525,cautious
0.26839672878471615,stranger
0.2659314508998989,tribute
0.263227522232922,organizers
0.2592677563128625,assassination
0.258857054852533,adding
0.25791914317935694,tips
0.2476384687470236,entity
0.24669328754657543,tab
0.2363731802476545,deepened
0.22842415224357804,mil
0.22840554287877385,assessment
0.2270419281225554,erect
0.22509505050284528,ibility
0.22398061408072137,secondly
0.22310790360532634,timed
0.2205974925063211,jim
0.2205974925063211,crow
0.21780223314648817,neighbors
0.21593695204363944,officer
0.2129012626870529,ain
0.21136608390552153,nominated
0.21072185031345728,afterwards
0.20968460156568067,identify
0.20641261721374507,disasters
0.20487575555330478,exhausted
0.19891222651193521,plays
0.19612079369028937,predecessor
0.19573931980140669,sympathy
0.19480959666630415,employment
0.1935736171782188,ferguson
0.1933677783353904,axis
0.1933677783353904,evil
0.19329821362252875,extensively
0.18940096144646842,stadium
0.188230764562388,addict
0.1870891626035964,moon
0.18626578655489967,walks
0.1858305735863112,stern
0.18451337545880486,scenario
0.1796362173706113,pull
0.17913216750041017,shots
0.17487050812500443,ible
0.17449094474295568,unreasonable
0.17381520963088834,wonderful
0.17187319425205771,controversies
0.1698364400895584,dictator
0.16978702635870524,ear
0.16974970578390947,september
0.16897662070354014,tense
0.16834451354016022,hips
0.16809539360630607,encouraging
0.1671417288366559,forest
0.16667993061412623,classrooms
0.16641111216794258,contemplated
0.16582935300276683,counterparts
0.1650608721102119,seas
0.16463348149496904,11th
0.1643090936450986,spin
0.16160913140490907,intervene
0.15999061619867427,observing
0.15960164650680714,eight
0.15859829073992324,funny
0.15698311830957778,dialogues
0.15663893950847907,inadequate
0.1566219083396596,meant
0.15596565935124174,americas
0.15488030841080055,condition
0.15488030841080053,endemic
0.15432085098652717,shut
0.15427571803078577,makeup
0.153528767353,examine
0.15331838127815084,transmit
0.15300569391667262,movements
0.15031428844788292,chair
0.14821863729638837,example
0.1481618235834957,picked
0.14694256796517818,crew
0.14655067674858113,lobbying
0.14649356833913482,noisy
0.14607951943757738,forget
0.14597455655920225,references
0.14524469099152995,leaves
0.14419491584652633,sur
0.14215347511631793,settlement
0.14083469487274786,contained
0.140269703036849,emerged
0.14013866262310043,hills
0.13924788707811092,wasted
0.13911205444439664,veto
0.13843767672356666,cup
0.13833553958480813,coastline
0.13811179115036612,cturing
0.1380323778259409,outstanding
0.1372197208012754,corporations
0.1366612231790567,rosy
0.13639961648683982,2000
0.13569573496276943,ged
0.13539559778324695,wow
0.1353604649532445,users
0.13461465418675342,apples
0.1341101023501777,yes
0.13365442684807244,rice
0.1336543369775877,sentence
0.1336077790509135,acious
0.13343068315640197,advise
0.13303224397871133,wiped
0.1325685026805572,cks
0.13255848848579443,races
0.1313465267789918,ni
0.13124959089709462,conclusion
0.1306876848327217,explicit
0.13043881093274962,predominantly
0.130264026461226,willingness
0.1300190124785313,naturally
0.1288305289222984,conditional
0.12818848679525915,sky
0.127944156245973,resource
0.1269905025788451,obstruction
0.1268675099114389,reel
0.1267974163795927,patriotic
0.12631899440380384,hometown
0.12624070379361615,sends
0.12623825339273786,multiplied
0.1262158738209016,investing
0.126049957473081,thinkers
0.12529119371635164,ambitious
0.12422855249542403,parades
0.12422702297863887,soldiers
0.12382181333330039,proportion
0.12349659274881541,cycle
0.12324513215565297,taught
0.12318377284690567,venting
0.12313621805396774,3
0.12177629603631959,collecting
0.12120545844932946,engineer
0.12120545844932946,soldier
0.11971653049832512,sought
0.11921337728663876,pool
0.11826114263058843,coincide
0.117890252446945,suggests
0.11775844392468215,mina
0.11774197686263987,leak
0.11745144840041313,impressive
0.1174404980088993,implication
0.11725437188620802,butt
0.117057085254449,yeah
0.1149493855085603,expert
0.11465187140973968,equal
0.11454760886213283,respond
0.11398035026072906,ence
0.1130489318290794,intensity
0.1125239280243122,events
0.1121337933534968,activist
0.11189123935276493,phrase
0.11135404227236827,increasingly
0.11110387267944274,empire
0.11108812301419232,condo
0.11085305864834777,projections
0.1105930639768924,style
0.10964914388784733,sister
0.10916078577479299,forthcoming
0.10896778745006112,boring
0.10878235707983647,pains
0.10763640066489263,analyses
0.10674614716204318,remarks
0.10643321575476353,uan
0.10622678312379397,flow
0.10583657012202417,warning
0.10574109708329604,terribly
0.10522485520143322,powers
0.1049850972076925,marriage
0.10479459469432052,requirement
0.10458375667714002,radar
0.10455096077786538,capita
0.10432120655671295,worlds
0.1035763902526951,component
0.10210041397837988,determined
0.10192529521602844,predecessors
0.10183960640408136,instance
0.10177686799643056,ty
0.10177686799643056,ny
0.10176705341878772,purity
0.10174645911795267,rebuilt
0.10170879103765562,transport
0.10134835553624803,nomination
0.1011109145634262,disputed
0.10108033028815026,rable
0.10108033028815026,ono
0.10108033028815025,discharge
0.1008170057057782,heating
0.10009890196583303,edges
0.10003428672928551,backed
0.09993412141287818,restored
0.09969079489286449,busy
0.09965757601659024,determination
0.09960480199216497,adherence
0.0993817530246619,ranks
0.0993722677230835,swinging
0.09923970195623757,upper
0.09880262432649324,logistical
0.09878800869538053,task
0.09878179963255682,prosperity
0.09871873636170123,stump
0.09817559030953768,importantly
0.09783787287828809,bureau
0.09769829024965504,ption
0.09744114432861006,grocery
0.09686768934314882,bbled
0.09674989778905596,je
0.09674989778905596,opa
0.09599992835450086,residue
0.09574249575666974,pledged
0.09552686566404109,communications
0.09523571925781989,mean
0.09520967098881311,gains
0.09517571854502926,copies
0.09487610218898462,interact
0.0946960633047684,sentiment
0.09464720140401617,rily
0.0943598043211006,lence
0.09411812209481635,yours
0.09397130097331742,suggesting
0.0938337641557679,author
0.09378831030082418,criticism
0.0934319757592913,fun
0.09324143621057435,oof
0.09323215554439945,drugs
0.09317254889901652,confirm
0.0925798476980658,rural
0.09256998642774154,bray
0.09234469006370347,lucky
0.09232027315937928,polls
0.09193497662787252,de
0.0918624739077793,profits
0.09178975921677783,bitterness
0.09111086581671787,fabulous
0.0902168423171487,cheering
0.09017976329734763,reflection
0.08976626176985139,defiance
0.08975142816997797,stimulate
0.0897300000026876,ancy
0.08972452616168977,zoom
0.08948827721536676,holding
0.08919269896224533,taped
0.08902905644014114,struggling
0.08898929145949008,inherited
0.0886449955916736,posture
0.08863072158233187,walking
0.08855965792436854,discharged
0.08847202151340866,2001
0.08840242210918253,downward
0.08838115729460154,industries
0.0883098904793032,pointing
0.0878840066363745,lay
0.08769295304718902,observations
0.08752060479163103,inflation
0.08726495528088046,globe
0.08722097248235158,spare
0.08720096996109866,proving
0.08711368747543,reluctantly
0.08696468577055458,intentionally
0.08694388376613194,value
0.08689990317672946,beach
0.08669507402012648,trail
0.08659149185717555,success
0.08610033753409002,accused
0.08593058300118342,likened
0.08585226807460308,backward
0.08577741836202676,compromise
0.08520140028584262,guessing
0.08507203271581999,question
0.08498904303524159,looks
0.08482476164205928,sd
0.08474920311658705,limp
0.0846378010859907,presidential
0.0841540297935427,facing
0.0841407048012565,billionaire
0.08399434865023024,ired
0.0839814801171907,?
0.08375070543928718,currently
0.08370891231831804,eventually
0.08353188578678444,earnest
0.08344540831596028,serve
0.08323944677047404,won
0.0832360081438182,smallest
0.08303498872458197,etc
0.08275716444291616,retired
0.08251136567784181,prison
0.08246879654534714,headed
0.08241093351071047,tad
0.08239096527409706,loose
0.0823701963034604,awareness
0.08224765146018957,wondering
0.08217607800060323,economics
0.08209214836620374,candi
0.0820402341984158,larger
0.08199460380333168,ceo
0.08191110141926794,consolidated
0.08176439990576835,chin
0.08172674703289214,calling
0.08106042225774444,theme
0.08081814215834926,native
0.08065182863009782,think
0.08039571991703454,due
0.0803725229179126,described
0.08020204461601844,draw
0.08013957574704032,property
0.07986587158837792,b
0.07985117403776258,letters
0.0797928581754544,hospital
0.07964935257943284,violate
0.07960982322684984,shelters
0.07944349219970165,age
0.07936565026135971,corps
0.07918178277928428,nasty
0.07916168572193417,expectations
0.07914619762985516,rein
0.07908937140993622,satellites
0.07885092884016687,pathway
0.07882305302343433,succeeding
0.07878332571252153,ouse
0.07871795666567656,parade
0.07869711780960342,ied
0.07869711780960342,tall
0.07864649617311496,rop
0.07859958386299722,smart
0.07837841069108631,experience
0.0782032093503526,intended
0.07814138210431762,herself
0.07813208974687821,commerce
0.07790145263891321,interrupt
0.0778961716709538,refreshing
0.07783390039400741,mix
0.07782243480409538,passing
0.07761230736512714,cards
0.0775127850463454,impressed
0.0773517386208138,ordinary
0.07719422575927896,unless
0.07696389310903304,miracle
0.07668361967675977,defending
0.07630794594162936,teams
0.07624093396255077,handicap
0.07620657066420913,appreciate
0.0760996179981625,borrowed
0.0757717301360154,worse
0.07571443121497552,wisdom
0.07563904850367054,alternatives
0.07557693228463754,worries
0.07542681344962628,ideas
0.07540253133122986,living
0.0753618731223452,confusion
0.07531546237602112,forefront
0.07518358935335334,empowerment
0.07504473514072103,fantastic
0.07502347309707162,planned
0.07498212233829728,limited
0.07484593919243543,commit
0.07474654598592206,narrow
0.07411756638148281,deprived
0.07408358534667453,bone
0.07396347075434974,appearing
0.07388862825271518,break
0.07388064052172696,confronting
0.07379928595299352,citizen
0.07365492721748633,cares
0.07359491909001398,quotes
0.07356366406411316,strides
0.07345985700441622,latin
0.07344111283226537,council
0.07336919959158421,teacher
0.07332284407346776,manager
0.07314544439718074,admire
0.07314071489584137,realism
0.07292653661740177,mentioned
0.07276872352002156,sale
0.07256077373508533,wr
0.07256077373508533,eak
0.07253088639872855,vious
0.07242090333118265,delegation
0.07232398060357187,easily
0.07232141196570596,jack
0.0719244491230041,ran
0.07151046362698915,forgive
0.07150377325048927,joy
0.07129049903415806,ru
0.07125997727704436,hearted
0.0712437290167991,winner
0.07123504042004031,occupied
0.07115208494674911,competition
0.07111699898800353,seize
0.07104381023663484,forge
0.07093574243504601,gained
0.07087368261005214,capability
0.07086955771864725,tragedy
0.07083884325035754,ecure
0.07078814122426164,ured
0.07076790220449833,promises
0.07071091064568942,korean
0.07065911489271634,poverty
0.07016140979234385,movement
0.07008005573432036,unlikely
0.06997676334918387,banks
0.06995691482125543,writers
0.06987588769785881,makers
0.06980712747970651,prophet
0.06977168650569884,entitled
0.06973385236658394,clever
0.06967138186055219,yourself
0.06963525515550004,cker
0.06963284897679516,roll
0.06960367130127293,discrimination
0.06956692043815177,sheriff
0.06948278008386445,displaced
0.0694645103774063,failing
0.06936564250762256,chopper
0.069342506345876,shove
0.0693352660345195,recognized
0.06932700863349868,caribbean
0.06901671440747056,bankrupt
0.06895440750763066,fundraiser
0.06885982846377708,throughout
0.06881995556799525,blocked
0.06879133475773644,pleasure
0.06875163829611504,keeps
0.06873836958957573,ping
0.06869079115673814,slug
0.06868276976958651,transparent
0.0686088687726222,shield
0.06857567408534074,approval
0.06854344063953416,reno
0.0685396418325716,meets
0.06853806480308432,aware
0.06847483168596498,h
0.06825941320708409,orientation
0.0682421649332062,invading
0.06817266845248421,adopting
0.06798989115643435,ripped
0.06795629480352024,items
0.06788506522491843,disgrace
0.06787436211686147,unity
0.06786403421190633,worry
0.0678215572193875,performed
0.06780050085619684,summon
0.067734401107986,conversation
0.06772157025521144,grandfather
0.06763583080512928,well
0.06762528547198123,enterprise
0.06752437883741765,finger
0.06735170537608742,ud
0.06710651801810102,remove
0.06707698380904516,reluctant
0.06701886998900218,height
0.06698162982841376,amazing
0.06692459948526425,packing
0.06686494192440191,dad
0.06673913933485154,jokes
0.06669757071599922,remarkable
0.06651688127650457,aha
0.0664910199697597,available
0.06642438540023245,qualified
0.06639012678847403,foot
0.06628734270731608,database
0.06614155546094408,pher
0.06613442887210658,last
0.0661261374346398,rdi
0.06600360093498985,existed
0.06599744102543964,overhaul
0.06587618182056923,across
0.06577837829655499,offs
0.06566126091960785,k
0.06563627004404925,recession
0.06560997418638102,quote
0.06558362535655013,store
0.06533834816898966,th
0.06519731384175544,citizens
0.06514576946616943,convince
0.06495903098766881,cleared
0.06478895724806087,relax
0.06477203619272288,cruise
0.06475367223864635,lus
0.06464751154970459,ful
0.06448568461025055,lo
0.06446528062291051,quarters
0.06439778594984907,visiting
0.06439038209008181,connection
0.06433003627444253,baby
0.06432699621735899,paralyzed
0.06428221732911968,principal
0.06427439359335686,panel
0.06422491110997412,reaction
0.06415845173503423,issued
0.06411484213942177,revenue
0.06407913476133575,arrangements
0.06407528115240968,environmentally
0.06404832235774453,backwards
0.06403408052255753,absorb
0.06390866198112277,racist
0.06387320236491695,constant
0.06385741465861974,thrusts
0.06373186679068717,packet
0.06367905829730497,self
0.06351764260584825,dog
0.06348675383921476,contention
0.06340571058056495,harder
0.06338218759728648,gradually
0.06337734689553397,semi
0.06331096413900211,vessels
0.06327139685437448,politically
0.06324230374581,enlist
0.06323710801498407,individuals
0.06320306239967,wins
0.06320306239967,considerations
0.06306864510509019,your
0.06298064109608138,limits
0.06295948970152149,muster
0.06295401440892101,led
0.06293934783323041,realistic
0.06290172554524345,rba
0.06281580312342491,automatically
0.06280839908808229,vacancy
0.06278506104045695,revised
0.06276921566123524,build
0.06268850549021322,requirements
0.0626293602997495,battalion
0.062458566550901304,casualties
0.062428908066661924,tra
0.062403619515064124,apostle
0.06232528055399918,dinner
0.06229797912818461,danger
0.0622666926114262,image
0.06223440061674445,methods
0.06219405889752805,pretty
0.062083516069959765,excuse
0.06205418164525103,fare
0.061964585654421686,split
0.06193826714814363,debating
0.061870297631809804,anybody
0.06178331874968216,mother
0.061633195531784195,quickly
0.06158939388608382,healthy
0.06156483784045974,accounting
0.0614306709017873,charter
0.06140516039732914,profound
0.0613625415413408,interaction
0.06134183709607893,ir
0.06133685364149737,erase
0.06129022410190529,finals
0.06125398661452633,observation
0.06123467078926263,satisfying
0.06119007724234882,stereotypes
0.061109780429650186,aside
0.06106427687373098,tment
0.06104217382458146,sales
0.06102571850503637,watching
0.060970482319139874,bet
0.06096125755494393,budgets
